Piano;Codice Programma;Programma;Codice Investimento;Investimento;Codice Intervento;Intervento;Amministrazione Titolare;CUP;Stato CUP;Codice Natura Investimento;Natura Investimento;Codice Tipologia Investimento;Tipologia Investimento;Codice Settore Intervento Investimento;Settore Intervento Investimento;Codice Sottosettore Intervento Investimento;Sottosettore Intervento Investimento;Codice Categoria Intervento Investimento;Categoria Intervento Investimento;Titolo Unità di Rilevazione;Soggetto Attuatore;Codice Fiscale Soggetto Attuatore;Finanziamento PNC;Data di estrazione
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.1;LOCOMOTORI, CARRI E RACCORDI FERROVIARI;C.4.1.2;RACCORDI FERROVIARI;MINISTERO INFRASTRUTTURE E TRASPORTI;J91B21002700001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0103__;FERROVIE;0103__999_;ALTRE STRUTTURE/INFRASTRUTTURE FERROVIARIE;RACCORDO AIA*TERRITORIO COMUNALE*RACCORDO AIA;RETE FERROVIARIA ITALIANA S.P.A.;01585570581;800000,00;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.1;LOCOMOTORI, CARRI E RACCORDI FERROVIARI;C.4.1.2;RACCORDI FERROVIARI;MINISTERO INFRASTRUTTURE E TRASPORTI;J94E21002890001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0103__;FERROVIE;0103__999_;ALTRE STRUTTURE/INFRASTRUTTURE FERROVIARIE;PADOVA INTERPORTO*TERRITORIO COMUNALE*CENTRALIZZAZIONE DEL FASCIO RIORDINO;RETE FERROVIARIA ITALIANA S.P.A.;01585570581;3000000,00;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.1;LOCOMOTORI, CARRI E RACCORDI FERROVIARI;C.4.1.2;RACCORDI FERROVIARI;MINISTERO INFRASTRUTTURE E TRASPORTI;J94E21002920001;ATTIVO;03;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0103__;FERROVIE;0103__999_;ALTRE STRUTTURE/INFRASTRUTTURE FERROVIARIE;RACCORDO PIEDIMONTE*TERRITORIO COMUNALE*ELETTRIFICAZIONE E CENTRALIZZAZIONE DEI BINARI;RETE FERROVIARIA ITALIANA S.P.A.;01585570581;800000,00;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;B30B22000040008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;ACQUISTO REACH STACKER PER INTERPORTO PORTOGRUARO*VIA NOIARI*N. 2 REACH STACKER;PORTOGRUARO INTERPORTO S.P.A.;02695820270;849806,08;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;C30B22000040008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL PORTUALE PSA DOTATO DI INFRASTRUTTURA FERROVIARIA PER TRASPORTO MERCI INTERMODALE*BACINO PORTUALE DI PRA'*N 1 MEZZO DI SOLLEVAMENTO PORTUALE DI TIPO TRASTAINER;"""VOLTRI TERMINAL EUROPA S.P.A.""";03211930106;2644858,05;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;C30B22000050008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL PORTUALE PSA DOTATO DI INFRASTRUTTURA FERROVIARIA PER TRASPORTO MERCI INTERMODALE*BACINO PORTUALE DI PRA'*N 4 MEZZI DI SOLLEVAMENTO TIPO REACH STACKER;"""VOLTRI TERMINAL EUROPA S.P.A.""";03211930106;924876,60;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;C45C22007200008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0642__;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;0642__170_;IMPIANTI E MACCHINARI PER IL COMMERCIO ED I SERVIZI;TERMINAL INTERMODALE DI SACCONAGO - BUSTO ARSIZIO (VA)*STRADA VICINA PIOMBINA SNC*REACH STACKER E LOCOTRATTORE;MALPENSA INTERMODALE SRL - MILANO;10575390967;385625,31;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;D50B22000000008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;INFRASTRUTTURA INTERPORTO D'ABRUZZO  LOC.STACCIOLI MANOPPELLO SCALO PE INTERPORTO*VIA SS 5 TIBURTINA VALERIA C/O INTERPORTO D'ABRUZZO*REACH STACKER;INTERPORTO VAL PESCARA S.P.A.;01500860695;603772,93;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;E10B22000000001;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL INTERMODALE INTERPORTO MADDALONI MARCIANISE*VIA FICUCELLA C/O INTERPORTO MADDALONI ED. LOTTO 1/C*NR. 2 REACH STACKER - MODELLO F500-RS7;SERVIZI ISE SRL;03171840618;659587,95;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;E90B22000010008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL INTERMODALE DI INTERPORTO PADOVA DI VIA VOLPATO 1 A PADOVA*VIA VOLPATO N.1*GRU RMG;INTERPORTO PADOVA S.P.A.;00397270281;2380647,30;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;E90B22000020008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL INTERMODALE DI INTERPORTO PADOVA DI VIA VOLPATO 1 A PADOVA*VIA VOLPATO N.1*REACH STACKER;INTERPORTO PADOVA S.P.A.;00397270281;885263,09;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;E90B22000030008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL INTERMODALE DI INTERPORTO PADOVA DI VIA VOLPATO 1 A PADOVA*VIA VOLPATO N.1*LOCOTRATTORE;INTERPORTO PADOVA S.P.A.;00397270281;458357,22;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;F10B22000000008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL INTERMODALE NOVARA, GESTORE COMBICONNECT S.R.L.*VIA CARLO PANSERI 132*N. 2 GRU REACH STACKER;COMBICONNECT S.R.L.;10730460960;606685,02;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;F60B22000000008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;INTERPORTO DI BOLOGNA*VIA TERMINAL BOLOGNA INTERPORTO*GRU A PORTALE;INTERPORTO BOLOGNA S.P.A.;00372790378;4319597,33;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;F70B22000060008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;INTERPORTO DI TRIESTE S.P.A.*VIA LOCALITÀ BAGNOLI DELLA ROSANDRA, 638*FORNITURA DI UN REACH STACKER CON PIGGY BACK;INTERPORTO DI TRIESTE - S.P.A.;00572680320;288927,67;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;F70B22000070008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;ACQUISTO REACHSTACKER PER TERMINAL INTERMODALE FERROVIARIO*VIALE UNIONE EUROPEA*ACQUISTO REACHSTACKER PER TERMINAL INTERMODALE FERROVIARIO;CE.P.I.M. CENTRO PADANO INTERSCAMBIO MERCI - S.P.A.;00324710342;544560,47;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;F90B22000000008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;RAIL HUB MILANO È UNA PIATTAFORMA LOGISTICA UBICATA A MELZO, SPECIALIZZATA NELLA MOVIMENTAZIONE MERCI OVVERO NEL TRASFERIMENTO INTERMODALE DI CARICHI UNITIZZATI*VIA PRIMO MAGGIO 1*N. 2 MEZZI SOLLEVAMENTO TIPO REACH STACKER;RAIL HUB MILANO S.P.A.;08861770967;548200,58;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;G30B21000000001;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;POTENZIAMENTO TERMINAL QUADRANTE EUROPA - VERONA*VIA SOMMACAMPAGNA 61*TRANSTAINER/GRU;QUADRANTE EUROPA TERMINAL GATE S.P.A.;03524430232;1698718,05;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;G40B22000020003;ATTIVO;01;ACQUISTO DI BENI;C;COLLEGATO;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;INTERPORTO CERVIGNANO DEL FRIULI*VIALE VENEZIA, 22*FORNITURA DI UN LOCOTRATTORE STRADA - ROTAIA;INTERPORTO CERVIGNANO DEL FRIULI S.P.A.;00812410322;175731,30;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;G40B22000030003;ATTIVO;01;ACQUISTO DI BENI;C;COLLEGATO;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;INTERPORTO CERVIGNANO DEL FRIULI*VIALE VENEZIA, 22*FORNITURA DI N. 2 TRANSTAINER GOMMATE;INTERPORTO CERVIGNANO DEL FRIULI S.P.A.;00812410322;2335059,70;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;G40B22000040003;ATTIVO;01;ACQUISTO DI BENI;C;COLLEGATO;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;INTERPORTO CERVIGNANO DEL FRIULI S.P.A.*VIALE VENEZIA, 22*FORNITURA DI UN REACH STAKER CON PIGGY BACK RELATIVA ALL'INTERPORTO DI CERVIGNANO DEL FRIULI;INTERPORTO CERVIGNANO DEL FRIULI S.P.A.;00812410322;272022,42;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;H30B22000010008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL INTERMODALE, GESTORE TERMINAL PIACENZA INTERMODALE S.R.L.*VIA STRINATI 7/9*N. 1 GRU REACH STACKER;TERMINAL PIACENZA INTERMODALE S.R.L.;01383780333;291208,81;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;H30B22000020006;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;INTERPORTO DELLA TOSCANA CENTRALE SPA*VIA DI GONFIENTI*REACH STACKER;INTERPORTO DELLA TOSCANA CENTRALE - SOCIETA' PER AZIONI;03447690482;560941,41;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;H40B22000010003;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;INTERPORTO JESI*VIA COPPETELLA (INTERPORTO)*REACH STAKER;DPA SRL;02681250425;322756,43;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;H70B22000010008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL INTERMODALE VENIT (AREA EX-SIRMA)*VIA DELLA CHIMICA 4*N.2 GRU A PORTALE  N.1 REACH STACKER;VEZZANI SPA;02523960272;4059499,33;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;H90B22000020008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;RINNOVO DEI MEZZI PER IL TRASPORTO INTERMODALE - PORTO DI TRIESTE*VIA MOLO VII - PUNTO FRANCO NUOVO S.N.C.*REACK STACKER - PER STOCCAGGIO E MOVIMENTAZIONE CONTAINER;TRIESTE MARINE TERMINAL S.P.A.;01000380327;951282,11;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;I10B22000000008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL INTERMODALTRASPORTI IN AGOGNATE*CASE SPARSE 12 AGOGNATE*AUTOGRU REACH STACKER CVS FERRARI F500 RS7;Intermodaltrasporti;01625240609;279172,18;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;I30B22000000008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;"TERMINAL DI VERONA QUADRANTE EUROPA  TERMINAL DI BARI  TERMINAL DI MARZAGLIA (MODENA)*ITALIA*FORNITURA DI GRU SEMOVENTI GOMMATE DI TIPO ""REACH STAKER""";Non Determinata;06204310962;2664560,61;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;I40B22000030008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL BUSTO ARSIZIO - GALLARATE, PROPRIETÀ TERMI S.P.A.*VIA DOGANA 8*N. 2 GRU TRANSTAINER;TERMI S.P.A.;01774100125;3941268,55;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;I60B22000000008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;FORNITURA DI N. 3 GRU NUOVE TIPO REACH STACKER DA ADIBIRE ALLA MOVIMENTAZIONE DI CONTAINERS, SEMIRIMORCHI, INTEGRATE CON SPREADER CON PIGGY-BACK*VIA SAN SEBASTIAN N. 21, TRENTO*N. 3 GRU TIPO REACH STACKER;INTERBRENNERO - INTERPORTO SERVIZI DOGANALI E INTERMODALI DEL BRENNERO S.P.A. IN SIGLA INTERBRENNERO S.P.A.;00487520223;939148,41;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;J10B22000040008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL INTERMODALE PLB*VIA DELLA CONCA, ALL'INTERNO DEL PORTO DI CREMONA*QUATTRO REACH-STAKERS;DENOMINAZIONE DEL SOGGETTO NON PRESENTE;01010350195;927170,02;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;J25C22000050008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0642__;STRUTTURE ED ATTREZZATURE PER IL COMMERCIO E I SERVIZI;0642__170_;IMPIANTI E MACCHINARI PER IL COMMERCIO ED I SERVIZI;TERMINALE INTERMODALE E COMPLESSO RACCORDATO DI S.I.TO S.P.A.*STRADA DECIMA - TERMINALE FERROVIARIO - INTERPORTO NORD*TRANSTAINER E REACH STACKER;SOCIETA' INTERPORTO DI TORINO - S.P.A. SIGLABILE*S.I.TO. - S.P.A.;03717710010;6106794,30;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;J30B22000010008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL PORTUALE DOTATO DI INFRASTRUTTURA FERROVIARIA PER TRASPORTO MERCI INTERMODALE*CALATA SANITÀ S/N, 16126 GENOVA*N. 4 MEZZI DI SOLLEVAMENTO TIPO REACH STACKER;TERMINAL CONTENITORI PORTO DI GENOVA S.P.A.;02782020107;981459,27;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;J30B22000020008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;01;INFRASTRUTTURE DI TRASPORTO;0106__;TRASPORTI MULTIMODALI E ALTRE MODALITA' DI TRASPORTO;0106__035_;TRASPORTI MULTIMODALI ED INTERPORTI;TERMINAL PORTUALE DOTATO DI INFRASTRUTTURA FERROVIARIA PER TRASPORTO MERCI INTERMODALE*VIA CALATA SANITÀ S/N, 16126 GENOVA*N 2 MEZZI DI SOLLEVAMENTO PORTUALE DI TIPO TRASTAINER;TERMINAL CONTENITORI PORTO DI GENOVA S.P.A.;02782020107;4959200,43;07/03/2024
PNC;C.4;RINNOVO DEL MATERIALE ROTABILE INFRASTRUTTURE;C.4.2;MEZZI INTERMODALI;C.4.2.1;LOCOTRATTORI, TRANSTAINER/GRU;MINISTERO INFRASTRUTTURE E TRASPORTI;J35H22000200008;ATTIVO;01;ACQUISTO DI BENI;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__152_;STRUTTURE PER LA LOGISTICA;TERMINAL INTERMODALE DI AMBROGIO TRASPORTI GALLARATE (VA)*VIA TOGNASCA 5, 21013 GALLARATE*NR. 2 MEZZI DI MOVIMENTAZIONE REACH STACKERS;AMBROGIO TRASPORTI S.P.A.;00510420011;2536817,00;07/03/2024
